商品名称,詳細,BASE金額,金額,在庫数,画像1,画像2,画像3,画像4,画像5,[Creema]カテゴリ,[Creema]素材,[iichi]素材,カラー,タグ1,タグ2,タグ3,タグ4,タグ5,サイズ,minne,iichi,creema,base
フランスパン型ピアス（ピンク）,"フランスパンのような、縦長の楕円型をしたピアスです。\nサイズ：約4.5cm",1100,1200,3,./images/francepan_pink1.jpg,./images/francepan_pink2.jpg,./images/francepan_pink3.jpg,./images/francepan_pink4.jpg,,ピアス（その他）,樹脂・レジン,プラスチック・樹脂,ピンク,フランスパン,レジン,楕円,キラキラ,パール,4cm,0,1,0,0
